,,,,,,Daily Price Report-01-01-2022 to 31-12-2022 for NCT of Delhi,,,,,
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,800.00,"4,000.00","2,720.00",Rs./Quintal,02-06-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,800.00,"4,400.00","2,920.00",Rs./Quintal,01-06-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,800.00,"3,600.00","2,480.00",Rs./Quintal,28-05-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,800.00,"3,600.00","2,480.00",Rs./Quintal,27-05-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,800.00,"3,200.00","2,520.00",Rs./Quintal,26-05-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,800.00,"3,600.00","2,520.00",Rs./Quintal,19-05-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,800.00,"3,600.00","2,200.00",Rs./Quintal,14-05-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"2,400.00","1,560.00",Rs./Quintal,13-05-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"1,800.00","1,248.00",Rs./Quintal,12-05-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"2,000.00","1,344.00",Rs./Quintal,11-05-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"2,000.00","1,344.00",Rs./Quintal,10-05-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"2,400.00","1,560.00",Rs./Quintal,09-05-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"2,400.00","1,560.00",Rs./Quintal,07-05-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"2,400.00","1,560.00",Rs./Quintal,06-05-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"3,200.00","2,160.00",Rs./Quintal,05-05-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"3,000.00","2,000.00",Rs./Quintal,04-05-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"3,000.00","2,000.00",Rs./Quintal,03-05-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"2,600.00","1,680.00",Rs./Quintal,02-05-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"2,400.00","1,624.00",Rs./Quintal,30-04-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"2,800.00","1,760.00",Rs./Quintal,29-04-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"2,200.00","1,578.00",Rs./Quintal,26-04-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"2,200.00","1,578.00",Rs./Quintal,25-04-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,800.00,"2,800.00","1,884.00",Rs./Quintal,23-04-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,800.00,"2,800.00","1,884.00",Rs./Quintal,22-04-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,800.00,"2,800.00","1,884.00",Rs./Quintal,21-04-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,800.00,"2,800.00","1,884.00",Rs./Quintal,20-04-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,800.00,"2,800.00","1,884.00",Rs./Quintal,19-04-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,800.00,"2,800.00","1,884.00",Rs./Quintal,16-04-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,800.00,"2,800.00","1,884.00",Rs./Quintal,15-04-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,800.00,"2,800.00","1,884.00",Rs./Quintal,14-04-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,800.00,"2,800.00","1,884.00",Rs./Quintal,13-04-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"2,800.00","1,738.00",Rs./Quintal,12-04-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"2,800.00","1,738.00",Rs./Quintal,11-04-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"2,600.00","1,665.00",Rs./Quintal,09-04-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"2,600.00","1,665.00",Rs./Quintal,08-04-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"2,600.00","1,665.00",Rs./Quintal,07-04-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"2,600.00","1,665.00",Rs./Quintal,06-04-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"2,600.00","1,665.00",Rs./Quintal,05-04-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"2,600.00","1,665.00",Rs./Quintal,04-04-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"2,600.00","1,665.00",Rs./Quintal,02-04-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,500.00,"1,800.00","1,222.00",Rs./Quintal,01-04-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,500.00,"1,800.00","1,222.00",Rs./Quintal,31-03-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,500.00,"1,800.00","1,269.00",Rs./Quintal,30-03-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,500.00,"1,800.00","1,269.00",Rs./Quintal,29-03-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,500.00,"1,800.00","1,269.00",Rs./Quintal,28-03-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,500.00,"2,200.00","1,396.00",Rs./Quintal,26-03-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,500.00,"2,200.00","1,396.00",Rs./Quintal,25-03-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,500.00,"2,200.00","1,396.00",Rs./Quintal,24-03-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,500.00,"2,400.00","1,433.00",Rs./Quintal,23-03-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"2,000.00","1,251.00",Rs./Quintal,22-03-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"2,000.00","1,251.00",Rs./Quintal,21-03-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"1,800.00","1,156.00",Rs./Quintal,19-03-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"1,800.00","1,156.00",Rs./Quintal,17-03-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"1,600.00","1,109.00",Rs./Quintal,16-03-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"1,600.00","1,109.00",Rs./Quintal,15-03-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"1,600.00","1,091.00",Rs./Quintal,14-03-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"1,600.00","1,120.00",Rs./Quintal,12-03-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"1,600.00","1,120.00",Rs./Quintal,11-03-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"1,600.00","1,120.00",Rs./Quintal,10-03-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"1,720.00","1,126.00",Rs./Quintal,09-03-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"1,800.00","1,196.00",Rs./Quintal,08-03-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"1,600.00","1,196.00",Rs./Quintal,07-03-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"1,800.00","1,196.00",Rs./Quintal,05-03-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"1,800.00","1,196.00",Rs./Quintal,04-03-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"1,800.00","1,196.00",Rs./Quintal,03-03-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"2,000.00","1,407.00",Rs./Quintal,02-03-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"2,000.00","1,407.00",Rs./Quintal,01-03-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"2,000.00","1,407.00",Rs./Quintal,28-02-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"1,800.00","1,338.00",Rs./Quintal,26-02-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"1,800.00","1,338.00",Rs./Quintal,25-02-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"2,000.00","1,458.00",Rs./Quintal,24-02-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"2,000.00","1,458.00",Rs./Quintal,23-02-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"2,400.00","1,582.00",Rs./Quintal,22-02-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"2,200.00","1,582.00",Rs./Quintal,21-02-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"2,400.00","1,582.00",Rs./Quintal,19-02-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"2,400.00","1,625.00",Rs./Quintal,18-02-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"2,400.00","1,564.00",Rs./Quintal,17-02-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,800.00,"3,200.00","1,711.00",Rs./Quintal,16-02-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,800.00,"3,200.00","1,711.00",Rs./Quintal,15-02-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,800.00,"3,200.00","1,711.00",Rs./Quintal,14-02-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,800.00,"3,200.00","1,711.00",Rs./Quintal,12-02-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,800.00,"4,000.00","2,311.00",Rs./Quintal,11-02-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,720.00,"3,200.00","1,778.00",Rs./Quintal,10-02-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,720.00,"3,200.00","1,778.00",Rs./Quintal,09-02-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,720.00,"3,200.00","1,778.00",Rs./Quintal,08-02-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,720.00,"3,200.00","1,778.00",Rs./Quintal,07-02-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,720.00,"3,200.00","1,836.00",Rs./Quintal,05-02-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"2,800.00","1,253.00",Rs./Quintal,04-02-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"2,800.00","1,253.00",Rs./Quintal,03-02-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"2,400.00","1,142.00",Rs./Quintal,02-02-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"2,400.00","1,142.00",Rs./Quintal,01-02-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"2,400.00","1,142.00",Rs./Quintal,31-01-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"2,400.00","1,142.00",Rs./Quintal,29-01-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"2,400.00","1,142.00",Rs./Quintal,28-01-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"2,400.00","1,142.00",Rs./Quintal,27-01-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"2,000.00",933.00,Rs./Quintal,24-01-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"2,000.00",869.00,Rs./Quintal,22-01-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"2,000.00",869.00,Rs./Quintal,21-01-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"2,000.00",869.00,Rs./Quintal,20-01-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"2,002.00",869.00,Rs./Quintal,19-01-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"2,000.00",916.00,Rs./Quintal,18-01-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"2,000.00",916.00,Rs./Quintal,17-01-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"2,000.00","1,004.00",Rs./Quintal,15-01-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"2,000.00","1,004.00",Rs./Quintal,14-01-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"2,400.00","1,227.00",Rs./Quintal,13-01-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"2,400.00","1,227.00",Rs./Quintal,12-01-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"2,800.00","1,533.00",Rs./Quintal,11-01-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"2,800.00","1,533.00",Rs./Quintal,10-01-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"2,000.00","1,191.00",Rs./Quintal,08-01-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"2,000.00","1,191.00",Rs./Quintal,07-01-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"2,800.00","1,524.00",Rs./Quintal,05-01-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"2,800.00","1,302.00",Rs./Quintal,04-01-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"3,600.00","1,511.00",Rs./Quintal,03-01-2022
NCT of Delhi,Delhi,Azadpur APMC,Vegetables,Tomato,Tomato,FAQ,800.00,"4,000.00","1,791.00",Rs./Quintal,01-01-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,000.00","1,600.00","1,300.00",Rs./Quintal,26-12-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","1,800.00","1,500.00",Rs./Quintal,25-12-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,000.00","1,600.00","1,300.00",Rs./Quintal,24-12-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,000.00","1,600.00","1,300.00",Rs./Quintal,23-12-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,000.00","1,600.00","1,300.00",Rs./Quintal,22-12-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,000.00","1,600.00","1,300.00",Rs./Quintal,20-12-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","1,600.00","1,400.00",Rs./Quintal,19-12-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,400.00","1,800.00","1,600.00",Rs./Quintal,18-12-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,400.00","2,000.00","1,700.00",Rs./Quintal,17-12-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,600.00","2,000.00","1,800.00",Rs./Quintal,16-12-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","2,200.00","1,700.00",Rs./Quintal,15-12-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","2,000.00","1,600.00",Rs./Quintal,14-12-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,400.00","2,000.00","1,700.00",Rs./Quintal,13-12-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","2,000.00","1,600.00",Rs./Quintal,12-12-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,400.00","2,200.00","1,800.00",Rs./Quintal,11-12-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","2,000.00","1,600.00",Rs./Quintal,10-12-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","1,800.00","1,500.00",Rs./Quintal,09-12-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","2,000.00","1,600.00",Rs./Quintal,08-12-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","2,000.00","1,600.00",Rs./Quintal,07-12-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","1,800.00","1,500.00",Rs./Quintal,06-12-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","1,800.00","1,500.00",Rs./Quintal,05-12-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,600.00","2,800.00","2,200.00",Rs./Quintal,02-12-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","2,000.00","1,600.00",Rs./Quintal,01-12-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,600.00","2,000.00","1,800.00",Rs./Quintal,30-11-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,600.00","2,400.00","2,000.00",Rs./Quintal,29-11-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,600.00","2,400.00","2,000.00",Rs./Quintal,28-11-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,600.00","2,400.00","2,000.00",Rs./Quintal,27-11-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","2,000.00","1,600.00",Rs./Quintal,26-11-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,600.00","2,400.00","2,000.00",Rs./Quintal,25-11-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,400.00","2,400.00","1,900.00",Rs./Quintal,24-11-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,600.00","2,400.00","2,000.00",Rs./Quintal,23-11-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,600.00","2,200.00","1,900.00",Rs./Quintal,22-11-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","2,200.00","1,700.00",Rs./Quintal,21-11-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","2,200.00","1,700.00",Rs./Quintal,20-11-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","2,000.00","1,600.00",Rs./Quintal,19-11-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","2,000.00","1,600.00",Rs./Quintal,18-11-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","1,800.00","1,500.00",Rs./Quintal,17-11-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","1,800.00","1,500.00",Rs./Quintal,16-11-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,400.00","2,600.00","2,000.00",Rs./Quintal,15-11-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","2,400.00","1,800.00",Rs./Quintal,14-11-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","2,400.00","1,800.00",Rs./Quintal,13-11-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","2,400.00","1,800.00",Rs./Quintal,12-11-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,600.00","2,400.00","2,000.00",Rs./Quintal,11-11-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","2,400.00","1,800.00",Rs./Quintal,10-11-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","2,400.00","1,800.00",Rs./Quintal,09-11-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,600.00","2,400.00","2,000.00",Rs./Quintal,08-11-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,600.00","3,400.00","2,500.00",Rs./Quintal,07-11-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","3,000.00","2,500.00",Rs./Quintal,06-11-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,600.00","2,800.00","2,200.00",Rs./Quintal,05-11-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,400.00","2,800.00","2,100.00",Rs./Quintal,04-11-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,400.00","3,000.00","2,200.00",Rs./Quintal,03-11-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,400.00","3,200.00","2,300.00",Rs./Quintal,02-11-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,600.00","3,400.00","2,500.00",Rs./Quintal,01-11-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","3,000.00","2,500.00",Rs./Quintal,31-10-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,600.00","3,400.00","2,500.00",Rs./Quintal,29-10-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,600.00","3,400.00","2,500.00",Rs./Quintal,28-10-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"2,300.00","3,700.00","3,000.00",Rs./Quintal,27-10-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"2,800.00","3,600.00","3,200.00",Rs./Quintal,26-10-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","4,800.00","3,400.00",Rs./Quintal,25-10-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"2,400.00","4,400.00","3,400.00",Rs./Quintal,24-10-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"2,400.00","5,200.00","3,800.00",Rs./Quintal,23-10-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"2,400.00","5,000.00","3,700.00",Rs./Quintal,22-10-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"2,400.00","5,000.00","3,700.00",Rs./Quintal,21-10-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"2,400.00","5,200.00","3,800.00",Rs./Quintal,20-10-2022
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"2,400.00","4,800.00","3,600.00",Rs./Quintal,19-10-2022
